RecNum,EQID,EQName,Month,Day,Year,StationName,StaID,StaNetwork,StaSeqNum,StaLat,StaLong,M,Strike,Dip,Rake,EQmechanism,HypocenterLat,HypocenterLong,Zhyp,FiniteFaultModelFlag,Source_of_SourceParameters,Ztor,L,W,Repi,Rhyp,Rjb,Rrup,Rseis,Rx,Azimuth,Geology,Vs30,VsFlag,VsSource,VsReference,GroundMotionDataSource,PGA,T0.1S,T0.2S,T0.3S,T0.5S,T1.0S,T2.0S
244,3,Anza,6,12,2005,Rialto - I10 & Cedar,23899,CE,400,34.069,-117.398,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,96.9,97.836,,,,,,Qoa,370.789,0,CGS geologic map,Rogers (1967),CESMD,0.01646398,0.031428331,0.040347491,0.056351575,0.019083239,0.008526136,0.000750088
245,3,Anza,6,12,2005,Yucaipa Valley - Calimesa & Co. Line Rd,23920,CE,402,34.004,-117.059,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,69,70.308,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.012642372,0.022963231,0.029611653,0.02921883,0.017249928,0.00583863,0.001678243
246,3,Anza,6,12,2005,Walnut - La Puente & Lemon,23938,CE,403,34.021,-117.866,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,131.5,132.191,,,,,,Tsh,376.073,0,CGS geologic map,Rogers (1967),CESMD,0.026480614,0.03323793,0.048505257,0.106418983,0.037852345,0.009776707,0.001843855
247,3,Anza,6,12,2005,Claremont - Hwy 30 & Towne,23939,CE,404,34.121,-117.738,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,126.1,126.821,,,,,,Qoa,370.789,0,CGS geologic map,Rogers (1967),CESMD,0.019010066,0.026746028,0.059859586,0.043131195,0.021779807,0.005685103,0.001167219
248,3,Anza,6,12,2005,Los Angeles - La Cienega Geotech Array,24703,CE,455,34.036,-118.378,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,182.2,182.699,,,,,,"Qal, thin, west LA",294.247,0,CGS geologic map,Jennings and Strand (1969),CESMD,0.005308869,0.009165724,0.01754423,0.02110545,0.008021845,0.005172311,0.000929416
249,3,Anza,6,12,2005,Los Angeles - 2-story County EOC Bldg,24723,CE,457,34.049,-118.176,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,159.2,159.771,,,,,,Tsh,376.073,0,CGS geologic map,Jennings and Strand (1969),CESMD,0.011101913,0.015124814,0.0304,0.030152114,0.021059915,0.007360808,0.001074709
250,3,Anza,6,12,2005,Glendale - Canada & Verdugo,24946,CE,498,34.173,-118.229,5.2,36,77,32,Reverse-oblique,35.533,-116.578,13.5,0,SCSN (2005),,,,168.9,169.439,,,,,,"Qal, thin",338.539,0,CGS geologic map,Jennings and Strand (1969),CESMD,0.006411464,0.00878744,0.016376813,0.026306653,0.011145178,0.002632679,0.000359911
251,4,Alum Rock,10,30,2007,Belmont; APEEL Array # 6,1003,NP,18,37.494,-122.2977,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,46.7,47.598,,,,,,KJf,712.822,0,CGS geologic map,Wagner et al. (1991),NSMP,0.012185171,0.042542167,0.033942975,0.027597957,0.010947172,0.004085776,0.000950982
252,4,Alum Rock,10,30,2007,Palo Alto; VA Hospital Ground,1447,NP,20,37.4057,-122.1416,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,32.5,33.777,,,,,,QT,438.339,0,CGS geologic map,Wagner et al. (1991),NSMP,0.012884246,0.030455962,0.030370789,0.027100134,0.018370942,0.010085305,0.003517235
253,4,Alum Rock,10,30,2007,Hollister - City Hall Annex,1575,NP,21,36.851,-121.402,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,72.5,73.081,,,,,,Qoa,198.77,1,NGA flatfile,PEER (2008),CESMD,0.042424452,0.046591201,0.071949566,0.078677061,0.102635277,0.064142965,0.014424978
254,4,Alum Rock,10,30,2007,"SF; Hunters Point, FS 17",1675,NP,22,37.728,-122.385,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,63,63.668,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),NSMP,0.005986242,0.015449833,0.014459875,0.007677105,0.00336334,0.00164014,0.000580517
255,4,Alum Rock,10,30,2007,"SF; Russian Hill, FS 41",1676,NP,23,37.791,-122.415,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,69.1,69.71,,,,,,KJf,712.822,0,CGS geologic map,Wagner et al. (1991),NSMP,0.007183743,0.018201117,0.026111306,0.015302137,0.009023401,0.003532315,0.000889458
256,4,Alum Rock,10,30,2007,SF; Golden Gate Bridge,1678,NP,24,37.808,-122.476,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,74.6,75.165,,,,,,serpentine,641.557,0,NGA flatfile,PEER (2008),NSMP,0.007382414,0.010520014,0.016921252,0.0130039,0.011455719,0.008306274,0.001356806
257,4,Alum Rock,10,30,2007,Sunol - Ohlone Wilderness Reg Park,1684,NP,25,37.515,-121.83,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,10.4,13.885,,,,,,Tss,477.652,0,NGA flatfile,PEER (2008),CESMD,0.045751467,0.102836764,0.104441371,0.063938721,0.050186652,0.02238571,0.004448134
258,4,Alum Rock,10,30,2007,Sunol - Forest-Fire Station,1688,NP,26,37.597,-121.88,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,20.5,22.47,,,,,,"Qal, thin",400.62,1,NGA flatfile,PEER (2008),CESMD,0.038612977,0.056378187,0.098790182,0.101986764,0.077028566,0.024041215,0.004899286
259,4,Alum Rock,10,30,2007,Dublin - Fire Station,1689,NP,27,37.709,-121.932,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,33.7,34.933,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.023170632,0.025232122,0.029571946,0.036439539,0.049262156,0.041356378,0.007853152
260,4,Alum Rock,10,30,2007,Danville - Fire Station,1690,NP,28,37.81,-121.992,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,46.1,47.009,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.009106472,0.009626214,0.013985564,0.014648481,0.023573714,0.01554027,0.002823615
261,4,Alum Rock,10,30,2007,Pleasant Hill; Fire Station 2,1691,NP,29,37.9266,-122.0785,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,61,61.69,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),NSMP,0.011015232,0.012771408,0.018176461,0.023610472,0.024808685,0.017396737,0.007138435
262,4,Alum Rock,10,30,2007,Sunnyvale - Salsman Residence,1695,NP,30,37.402,-122.025,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,22.3,24.123,,,,,,"Qal, deep (incl LA)",267.71,1,NGA flatfile,PEER (2008),CESMD,0.057173832,0.106849427,0.233055787,0.085078787,0.043027433,0.031341027,0.009491575
263,4,Alum Rock,10,30,2007,Los Gatos - Los Altos Rod & Gun Club,1697,NP,31,37.239,-122.106,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,36.3,37.448,,,,,,Tss,477.652,0,NGA flatfile,PEER (2008),CESMD,0.021070459,0.029246538,0.054671839,0.029228753,0.02523133,0.017937391,0.006008452
264,4,Alum Rock,10,30,2007,SF; Marina Building,1721,NP,34,37.805,-122.442,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,71.9,72.486,,,,,,af/qi,202.45,0,CGS geologic map,Wagner et al. (1991),NSMP,0.016234536,0.022737131,0.03519611,0.038190598,0.04112619,0.030962637,0.003707151
265,4,Alum Rock,10,30,2007,San Francisco; Marina School,1741,NP,35,37.8037,-122.4437,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,72,72.585,,,,,,af/qi,202.45,0,NGA flatfile,PEER (2008),NSMP,0.013054798,0.015343458,0.027294936,0.031206815,0.031043398,0.032040195,0.003993275
266,4,Alum Rock,10,30,2007,Menlo Park;USGS McKelvey Bldg,1745,NP,36,37.457,-122.1703,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,34.9,36.092,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),NSMP,0.009975263,0.028395993,0.03118354,0.021629572,0.014562441,0.005509236,0.004399919
267,4,Alum Rock,10,30,2007,Richmond;Point Molate,1749,NP,39,37.95,-122.417,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,80.6,81.123,,,,,,KJf,712.822,0,NGA flatfile,PEER (2008),NSMP,0.011962264,0.022163175,0.053702695,0.013216496,0.004810778,0.002379418,0.000947265
268,4,Alum Rock,10,30,2007,Fremont - Coyote Hills Park Visitor Ctr,1750,NP,40,37.553,-122.091,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,30.9,32.241,,,,,,KJf,712.822,0,NGA flatfile,PEER (2008),CESMD,0.015147181,0.042742368,0.031149639,0.010377379,0.005343538,0.002023265,0.001088301
269,4,Alum Rock,10,30,2007,Novato; Fire Station 4,1751,NP,41,38.0668,-122.5392,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,97.4,97.834,,,,,,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),NSMP,0.005679627,0.011249643,0.015624953,0.007288973,0.004030506,0.00385675,0.001619631
270,4,Alum Rock,10,30,2007,Woodside; Filoli Visitor Center,1752,NP,42,37.468,-122.308,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,47.2,48.088,,,,,,KJf,712.822,0,NGA flatfile,PEER (2008),NSMP,0.019227158,0.046403703,0.056425261,0.037706436,0.019633368,0.013110989,0.002067376
271,4,Alum Rock,10,30,2007,Foster City; Bowditch School,1753,NP,43,37.56,-122.249,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,44.2,45.147,,,,,,af/qi,202.45,0,NGA flatfile,PEER (2008),NSMP,0.007037803,0.015092835,0.016332613,0.0153996,0.01427688,0.007443382,0.002981561
272,4,Alum Rock,10,30,2007,Hayward; Fire Station 1,1754,NP,44,37.6719,-122.0812,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,37.9,39.001,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),NSMP,0.00753304,0.013709638,0.026037748,0.016888192,0.015456531,0.007791261,0.001065358
273,4,Alum Rock,10,30,2007,Alameda; Fire Station 1,1755,NP,45,37.763,-122.244,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,55.3,56.06,,,,,,Qs,297.917,0,NGA flatfile,PEER (2008),NSMP,0.00611608,0.011218816,0.018815429,0.016362581,0.010654531,0.006361453,0.004246134
274,4,Alum Rock,10,30,2007,"Oakland Arpt, Alameda FS 4",1756,NP,46,37.738,-122.253,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,54.1,54.877,,,,,,af/qi,202.45,0,NGA flatfile,PEER (2008),NSMP,0.008160969,0.013323835,0.029568283,0.015093419,0.011165025,0.00881557,0.003041138
275,4,Alum Rock,10,30,2007,Fremont;Mission SJ;AC Water,1757,NP,47,37.5432,-121.9254,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,18.1,20.304,,,,,,Tsh,376.073,0,CGS geologic map,Wagner et al. (1991),NSMP,0.0197273,0.029204033,0.036851379,0.036269793,0.029974848,0.014219652,0.00379053
276,4,Alum Rock,10,30,2007,Morgan Hill - El Toro Fire Station,1758,NP,48,37.141,-121.663,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,33.8,35.03,,,,,,QT,438.339,0,NGA flatfile,PEER (2008),CESMD,0.029402623,0.056982804,0.060990327,0.07323592,0.060315835,0.050122849,0.013264992
277,4,Alum Rock,10,30,2007,Napa; Fire Station 3,1765,NP,49,38.33,-122.318,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,110.5,110.882,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),NSMP,0.003268842,0.003482161,0.004313203,0.006174433,0.007514486,0.010163135,0.00183571
278,4,Alum Rock,10,30,2007,"SF Fire Station No. 18, Sunset",1772,NP,50,37.751,-122.491,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,72.4,72.982,,,,,,Qs,297.917,0,CGS geologic map,Wagner et al. (1991),CESMD,0.012493651,0.019891204,0.039387308,0.050520689,0.010080972,0.004175763,0.000844618
279,4,Alum Rock,10,30,2007,Mountain View - Fire Station No. 3,1775,NP,51,37.407,-122.095,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,28.4,29.853,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.021333657,0.055191304,0.070468716,0.027134664,0.0259,0.015528039,0.00589454
280,4,Alum Rock,10,30,2007,"San Jose - Fire Station No. 14, West",1778,NP,52,37.303,-121.98,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,23.1,24.865,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.02795204,0.070116403,0.07748032,0.065772335,0.040947527,0.036791303,0.011249889
281,4,Alum Rock,10,30,2007,"San Jose - Fire Station No. 13, South",1779,NP,53,37.267,-121.866,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,20,22.015,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.081420105,0.133461605,0.307727152,0.145705182,0.116707326,0.063861961,0.011061645
282,4,Alum Rock,10,30,2007,"San Jose - Fire Station No. 09, Southwest",1780,NP,54,37.263,-121.916,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,22.4,24.216,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.037035099,0.061757995,0.076389135,0.062731571,0.064393789,0.057249716,0.014599658
283,4,Alum Rock,10,30,2007,"San Jose - Fire Station No. 06, Central",1781,NP,55,37.301,-121.904,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,18.4,20.572,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.05498326,0.079548727,0.167403704,0.188743212,0.044782809,0.044832354,0.013033802
284,4,Alum Rock,10,30,2007,"San Jose - Fire Station No. 10, Northwest",1782,NP,56,37.318,-121.944,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,19.5,21.561,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.072621998,0.139967853,0.161626112,0.174919982,0.060586055,0.029061314,0.009357136
285,4,Alum Rock,10,30,2007,"San Jose - Fire Station No. 26, East",1783,NP,57,37.307,-121.849,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,15.3,17.853,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.116997415,0.319374388,0.215979166,0.155016128,0.088488417,0.051466494,0.026622359
286,4,Alum Rock,10,30,2007,Menlo Park; USGS Bldg 11,1784,NP,58,37.4556,-122.1724,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,35.2,36.382,,,,,,Qoa,370.789,0,NGA flatfile,PEER (2008),NSMP,0.016956275,0.051864742,0.043840329,0.025599081,0.015602727,0.0055802,0.004405314
287,4,Alum Rock,10,30,2007,Palo Alto - Fire Station No. 7 (SLAC),1787,NP,59,37.418,-122.206,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,38.1,39.195,,,,,,QT,438.339,0,NGA flatfile,PEER (2008),CESMD,0.016706404,0.041337634,0.061864368,0.028051738,0.02014696,0.009345801,0.003086357
288,4,Alum Rock,10,30,2007,Milpitas - Fire Station No. 4,1788,NP,60,37.417,-121.915,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,12.4,15.44,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.07336768,0.150837661,0.248827249,0.238317016,0.076484639,0.049909919,0.010815868
289,4,Alum Rock,10,30,2007,Burlingame - Fire Station No. 36,1790,NP,61,37.591,-122.367,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,55.2,55.961,,,,,,af/qi,202.45,0,CGS geologic map,Wagner et al. (1991),CESMD,0.014091996,0.020104726,0.026593232,0.044277873,0.028695644,0.005448798,0.000910288
290,4,Alum Rock,10,30,2007,San Jose - Mt Pleasant High School,1793,NP,62,37.347,-121.808,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,9.9,13.515,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.093783902,0.180416186,0.273744406,0.186614576,0.11143967,0.084133822,0.019058332
291,4,Alum Rock,10,30,2007,Mountain View - Fire Station No. 4,1796,NP,64,37.394,-122.06,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,25.5,27.109,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.03507497,0.070883002,0.102345493,0.05932588,0.046081016,0.027742386,0.009921693
292,4,Alum Rock,10,30,2007,"Hollister - Airport, Bldg 3",1797,NP,65,36.891,-121.404,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,68.5,69.115,,,,,,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.047480458,0.054689761,0.076623756,0.115594118,0.125211821,0.081587622,0.01494791
293,4,Alum Rock,10,30,2007,Campbell - Westmont High School,1799,NP,66,37.271,-121.986,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,25.8,27.391,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.02107473,0.04186944,0.056995526,0.053430328,0.0268097,0.025007999,0.009177363
294,4,Alum Rock,10,30,2007,Half Moon Bay - Fire Station No. 40,1801,NP,67,37.451,-122.429,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,57.8,58.528,,,,,,"Qal, thin",338.539,0,CGS geologic map,Wagner et al. (1991),CESMD,0.023703404,0.034532593,0.042047592,0.051224994,0.041580524,0.011582098,0.001805242
295,4,Alum Rock,10,30,2007,Daly City - Fire Station No. 3,1804,NP,68,37.68,-122.484,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,68.3,68.917,,,,,,Tss,477.652,0,CGS geologic map,Wagner et al. (1991),CESMD,0.015625628,0.043037193,0.048082429,0.036030404,0.016885497,0.006934948,0.001781011
296,4,Alum Rock,10,30,2007,Alameda; Fire Station 5,1805,NP,69,37.7843,-122.3008,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,60.6,61.294,,,,,,af/qi,202.45,0,CGS geologic map,Wagner et al. (1991),NSMP,0.007585573,0.012055279,0.012999828,0.023556119,0.012212334,0.006937785,0.003829825
297,4,Alum Rock,10,30,2007,Mill Valley - Municipal Golf Course,1806,NP,70,37.911,-122.536,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,85.6,86.093,,,,,,KJf,712.822,0,CGS geologic map,Wagner et al. (1991),CESMD,0.016833996,0.026897026,0.069565221,0.021415882,0.00724831,0.003031287,0.000974885
298,4,Alum Rock,10,30,2007,San Carlos; South Co FS 16,1815,NP,71,37.4891,-122.2637,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,43.6,44.56,,,,,,KJf,712.822,0,CGS geologic map,Wagner et al. (1991),NSMP,0.011310346,0.039903206,0.027611741,0.020241633,0.006573855,0.001991457,0.000816755
299,4,Alum Rock,10,30,2007,San Fran Firesta 43,1818,NP,72,37.716,-122.431,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,65.9,66.539,,,,,,KJf,712.822,0,CGS geologic map,Wagner et al. (1991),CESMD,0.014254837,0.040797059,0.04574888,0.031832531,0.008044501,0.003024996,0.000810642
300,4,Alum Rock,10,30,2007,Martinez; VA Medical Clinic,1823,NP,73,37.9945,-122.1147,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,69.2,69.809,,,,,,Tss,477.652,0,CGS geologic map,Wagner et al. (1991),NSMP,0.00656178,0.008376263,0.022110173,0.019846019,0.013566927,0.004587439,0.002243243
301,4,Alum Rock,10,30,2007,San Jose - Laneview School,1825,NP,74,37.414,-121.871,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,8.6,12.594,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.095551059,0.192093727,0.261912199,0.230746614,0.094222609,0.071982498,0.012818736
302,4,Alum Rock,10,30,2007,Lydiksen Elem Schl,1826,NP,75,37.681,-121.921,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,30.5,31.857,,,,,,"Qal, thin",338.539,0,CGS geologic map,Wagner et al. (1991),CESMD,0.022597027,0.028376399,0.037640404,0.049166859,0.051929183,0.031575624,0.006671177
303,4,Alum Rock,10,30,2007,Mtn View Firesta 2,1830,NP,76,37.374,-122.078,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,27.5,28.998,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.01377984,0.025515485,0.029241067,0.024267262,0.024651166,0.016166014,0.006186477
304,4,Alum Rock,10,30,2007,Sunnyvale - Braly School,1831,NP,77,37.364,-122.018,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,22.7,24.493,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.039070485,0.066077228,0.121090875,0.079154532,0.058930043,0.033518652,0.008976246
305,4,Alum Rock,10,30,2007,Mtn View Firesta 5,1834,NP,78,37.425,-122.078,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,26.7,28.241,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.015646683,0.044798437,0.035415251,0.034941952,0.017791009,0.015714961,0.006397742
306,4,Alum Rock,10,30,2007,San Jose Firesta 27,1837,NP,79,37.233,-121.772,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,22.1,23.938,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),CESMD,0.043393926,0.134089522,0.119058809,0.098459129,0.058914345,0.053539705,0.010798148
307,4,Alum Rock,10,30,2007,Highway Patrol S.Jose,1838,NP,80,37.383,-121.911,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,13.1,16.008,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.098656643,0.240474531,0.190698715,0.304402694,0.14469416,0.102088197,0.025993845
308,4,Alum Rock,10,30,2007,Campbell Firesta 11,1839,NP,81,37.285,-121.936,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,21.6,23.478,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.122546117,0.224098193,0.365994535,0.163823075,0.059211654,0.036795108,0.010498095
309,4,Alum Rock,10,30,2007,Santa Clara Firesta 5,1841,NP,83,37.358,-121.978,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,19.7,21.742,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),CESMD,0.074618588,0.136206828,0.191924464,0.173332051,0.065336667,0.045468561,0.010446052
310,4,Alum Rock,10,30,2007,Menlo Park; VA Hosp Bldg 33,1849,NP,84,37.4673,-122.1614,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,34.3,35.512,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),NSMP,0.014024874,0.061053158,0.033585275,0.030199295,0.012021455,0.005480976,0.00424652
311,4,Alum Rock,10,30,2007,Oakland; Fire Station 29,1854,NP,85,37.759,-122.1976,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,52,52.808,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),NSMP,0.010549242,0.022045621,0.032432127,0.019580955,0.01051765,0.007665376,0.003456092
312,4,Alum Rock,10,30,2007,Oakland; Fire Station 23,1855,NP,86,37.7696,-122.1734,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,51.3,52.118,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),NSMP,0.008217586,0.009648274,0.019366278,0.01608049,0.009471217,0.008286665,0.001735663
313,4,Alum Rock,10,30,2007,Oakland; Fire Station 16,1856,NP,87,37.8028,-122.2303,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,57.5,58.231,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),NSMP,0.007073284,0.010546562,0.02083828,0.020910826,0.023293222,0.010563881,0.002886324
314,4,Alum Rock,10,30,2007,Oakland; Fire Station 27,1858,NP,88,37.7298,-122.2014,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,50,50.839,,,,,,af/qi,202.45,0,CGS geologic map,Wagner et al. (1991),NSMP,0.013104401,0.019934336,0.042091749,0.027881967,0.01923294,0.010824208,0.004001444
315,4,Alum Rock,10,30,2007,Oakland; Fire Station 20,1859,NP,89,37.7449,-122.1705,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,49.2,50.053,,,,,,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Wagner et al. (1991),NSMP,0.009504104,0.017020141,0.033264363,0.024347417,0.015459116,0.009299658,0.003174823
316,4,Alum Rock,10,30,2007,Oakland; Fire Station 17,1860,NP,90,37.7857,-122.1971,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,54.1,54.877,,,,,,Qoa,370.789,0,CGS geologic map,Wagner et al. (1991),NSMP,0.012830725,0.018827975,0.041924976,0.043680425,0.013466548,0.012188193,0.002983161
317,4,Alum Rock,10,30,2007,"Sunnyvale;Rod&Gun, New Site",1862,NP,91,37.2995,-122.0849,5.4,323,87,180,Strike-slip,37.432,-121.776,9.2,0,BSL (2007),,,,31.1,32.432,,,,,,QT,438.339,0,CGS geologic map,Wagner et al. (1991),NSMP,0.010134278,0.021289988,0.033734731,0.023571191,0.018791879,0.015582762,0.005072848
